year_id,Merchant_Category,Buyer_Category,Departments,Volume,Revenue,Transaction_Count,ASP
2016,Very HIGH Volume,Guest,Sports and Outdoors,22080.98,420.96,163,135.466135
2014,HIGH Volume,Casual Buyer,Sports and Outdoors,11876134.28,387560.53,48673,243.9984032
2017,?,Guest,Digital Games and Software,6595.07,251.18,116,56.85405172
2014,HIGH Volume,Low Engaged,Digital Games and Software,129825813.3,4725234.6,2679127,48.45825274
2015,Very LOW Volume,Super Engaged,Other,537.05,12.26,262,2.04980916
2016,Very HIGH Volume,One-and-Done,Other,1088060.28,37209.08,83820,12.98091482
2017,Inactive Merchant,Guest,Electronics and Computers,966.03,120.99,1011,0.9555192878
2014,Inactive Merchant,Guest,Electronics and Computers,3273.25,130.13,882,3.7111678
2017,NEW,Casual Buyer,Automotive,122043.07,3707.73,2633,46.35133688
2014,Very LOW Volume,NEW,Automotive,6340.59,231.73,883,7.180736127
2017,Inactive Merchant,Merchant,"Toys, Kids and Baby",31634.35,178.34,626,50.53410543
2016,Very HIGH Volume,Low Engaged,Digital Games and Software,177236551.6,6117505.86,4689299,37.79595876
2016,NEW,Getting Engaged,Home and Garden,9735567.81,256600.38,164546,59.16623807
2017,Unverified Merchant,Medium Engaged,Books,14609.74,692.83,803,18.1939477
2017,NEW,Low Engaged,Home and Garden,10219131.57,291773.26,223647,45.69313056
2014,NEW,Low Engaged,Home and Garden,6342764.91,134054.95,86798,73.07501221
2017,Non Merchant,Guest,Sports and Outdoors,341670.48,5538.25,2688,127.1095536
2016,NEW,NEW,"Movies, Music and Games",4588945.4,123471.38,27988,163.9611762
2017,MEDIUM Volume,Casual Buyer,Home and Garden,19745955.04,748384.54,352312,56.04678535
2015,Very HIGH Volume,Getting Engaged,Sports and Outdoors,8110070.12,251110.95,26812,302.4791183
2014,NEW,Low Engaged,Automotive,4710.19,150.87,124,37.98540323
2017,Very LOW Volume,Medium Engaged,Sports and Outdoors,1246963.86,44666.86,14406,86.5586464
2014,HIGH Volume,Medium Engaged,Clothing and Shoes,9803555.89,316473.73,33387,293.6339261
2016,Non Merchant,Merchant,Automotive,4769809.81,80851.46,45932,103.8450276
2016,MEDIUM Volume,Casual Buyer,Digital Games and Software,118981858.9,4286052.28,1766853,67.34111943
2017,Inactive Merchant,Merchant,Electronics and Computers,286.6,15.87,240,1.194166667
2014,Very HIGH Volume,Very Engaged,Electronics and Computers,8411477.25,276693.55,263359,31.93920561
2015,Very HIGH Volume,Low Engaged,Electronics and Computers,30469424.06,869434.49,574581,53.02894467
2015,LOW Volume,Getting Engaged,Other,34049.38,936.5,1765,19.29143343
2015,Very HIGH Volume,One-and-Done,Digital Games and Software,11925502.96,361241.01,182028,65.51466236
2015,Very LOW Volume,Merchant,Digital Games and Software,3639921.44,153480.1,211982,17.17089866
2016,Very LOW Volume,One-and-Done,Clothing and Shoes,619588.14,20201.85,4935,125.5497751
2017,Very HIGH Volume,Very Engaged,Home and Garden,635743373.8,15267724,14004836,45.3945604
2016,NEW,Casual Buyer,Books,8484770.05,312240.48,154148,55.04301094
2016,HIGH Volume,One-and-Done,Sports and Outdoors,5218465.23,171844.2,15124,345.0453075
2016,Very HIGH Volume,Very Engaged,Clothing and Shoes,3000665.09,84385.41,6643,451.7033103
2017,Inactive Merchant,Super Engaged,Sports and Outdoors,15.9,1.93,8,1.9875
2014,HIGH Volume,Super Engaged,Digital Games and Software,40115824.32,1468292.71,808406,49.62336291
2015,Very LOW Volume,Casual Buyer,Clothing and Shoes,864510.64,28382.96,7646,113.0670468
2017,LOW Volume,Getting Engaged,Sports and Outdoors,36451972.24,1225866.06,183213,198.9595293
2014,HIGH Volume,Guest,Electronics and Computers,487950833.9,13224517.46,5243904,93.05106156
2014,HIGH Volume,NEW,Electronics and Computers,4112962.46,137932.68,63650,64.61842042
2014,Very HIGH Volume,Guest,Clothing and Shoes,2713.74,29.47,16,169.60875
2014,NEW,Medium Engaged,Automotive,8105.79,259.71,128,63.32648438
2017,Very HIGH Volume,One-and-Done,Electronics and Computers,6489835.5,192803.31,104611,62.03779239
2016,Very LOW Volume,Super Engaged,Electronics and Computers,14254.9,652.11,13086,1.089324469
2015,Inactive Merchant,Merchant,Sports and Outdoors,38666.6,919.1,152,254.3855263
2014,Inactive Merchant,Very Engaged,Digital Games and Software,1877.71,100.4,212,8.857122642
2016,Very LOW Volume,Casual Buyer,Home and Garden,341216.37,13483.22,10553,32.3335895
2014,MEDIUM Volume,Low Engaged,Home and Garden,12217652.51,427363.55,219667,55.61897103
2016,NEW,Casual Buyer,Digital Games and Software,14617032.91,492801.78,214899,68.01815229
2016,NEW,Guest,Digital Games and Software,85787115.39,2739342.92,939019,91.35823172
2017,Inactive Merchant,NEW,Books,12190.3,309.4,366,33.3068306
2014,LOW Volume,One-and-Done,Other,2455.93,108.86,266,9.232819549
2014,Very LOW Volume,Merchant,Electronics and Computers,16983.02,770.03,69201,0.2454158177
2014,LOW Volume,Very Engaged,Digital Games and Software,26214355.36,1083472.71,745433,35.16661505
2017,NEW,Super Engaged,Automotive,273868.05,10814.48,11346,24.13785034
2014,Very LOW Volume,Guest,Clothing and Shoes,17206.49,200.55,189,91.03962963
2015,NEW,Merchant,Automotive,40391.8,1211.1,422,95.71516588
2017,HIGH Volume,Medium Engaged,Sports and Outdoors,41513144.51,1465324.27,183146,226.6669461
2015,NEW,Guest,Electronics and Computers,923.83,46.51,141,6.551985816
2014,Non Merchant,One-and-Done,"Movies, Music and Games",32006877.95,893627.55,197724,161.8765448
2014,NEW,Merchant,Books,22706289.13,811398.4,357117,63.58221292
2015,Inactive Merchant,One-and-Done,Home and Garden,10.48,0.78,30,0.3493333333
2016,MEDIUM Volume,Medium Engaged,Books,694250325.4,27729296.82,15282218,45.42863643
2014,MEDIUM Volume,Merchant,Automotive,517227.32,15203.69,2483,208.3074184
2016,Very HIGH Volume,Merchant,Electronics and Computers,23457709.22,618340.45,321670,72.92476519
2014,HIGH Volume,NEW,Clothing and Shoes,4748695.84,157535.06,15746,301.5810898
2014,?,NEW,Books,98357,3255.53,1032,95.30717054
2016,HIGH Volume,Casual Buyer,Automotive,690395.03,21643.27,14241,48.4793926
2017,?,NEW,Books,20051.86,752.86,350,57.29102857
2014,HIGH Volume,Very Engaged,Books,508698925.4,17239139.75,7917553,64.24951313
2016,Inactive Merchant,Merchant,Clothing and Shoes,12880.04,196.3,71,181.4090141
2016,MEDIUM Volume,Medium Engaged,Other,206937.92,6102.12,12072,17.14197482
2015,LOW Volume,Guest,Electronics and Computers,53290564.36,1807066.83,937783,56.82611474
2014,MEDIUM Volume,Very Engaged,Automotive,129453.1,4148.67,1288,100.5070652
2017,LOW Volume,Merchant,"Movies, Music and Games",205726385.4,4633009.03,1194045,172.2936618
2016,Very LOW Volume,Guest,Clothing and Shoes,1925000.88,62471,14457,133.1535505
2015,HIGH Volume,Getting Engaged,"Movies, Music and Games",34785531.86,1214348.31,188494,184.5445047
2016,LOW Volume,Super Engaged,Electronics and Computers,530950.18,20591.32,12847,41.32872889
2015,Very HIGH Volume,Low Engaged,Sports and Outdoors,7988143.29,242645.75,26884,297.1337334
2016,HIGH Volume,Low Engaged,Home and Garden,102063515.9,3224942.75,1916632,53.2514932
2014,HIGH Volume,Very Engaged,Automotive,32578.34,998.29,561,58.07190731
2015,HIGH Volume,Guest,Grocery,1026406466,28490071.3,2331595,440.2164466
2017,MEDIUM Volume,Guest,Electronics and Computers,11860.75,356.74,2122,5.589420358
2017,Very LOW Volume,One-and-Done,Clothing and Shoes,516497.24,16850.34,4382,117.8679233
2017,MEDIUM Volume,Merchant,Digital Games and Software,151731755.9,5537990.2,2337626,64.90848231
2014,LOW Volume,Guest,Home and Garden,4490899.36,155502.68,67189,66.83980056
2016,LOW Volume,Merchant,Sports and Outdoors,41356157.87,1358418.58,193208,214.0499248
2017,LOW Volume,Low Engaged,Digital Games and Software,130655782.7,4874692.66,2872174,45.49020452
2014,MEDIUM Volume,Guest,Clothing and Shoes,12309179.21,394348.05,38448,320.1513527
2014,?,One-and-Done,Books,25184.37,842.44,183,137.6195082
2014,MEDIUM Volume,Medium Engaged,Electronics and Computers,2824031.76,105514.43,58591,48.19907085
2016,Very LOW Volume,One-and-Done,Sports and Outdoors,740369.59,24790.9,5991,123.5803021
2015,LOW Volume,Merchant,Electronics and Computers,688347.74,26085.09,15539,44.29807195
2017,Very HIGH Volume,Medium Engaged,"Movies, Music and Games",10435038.52,355218.37,65828,158.5197563
2015,LOW Volume,Guest,Sports and Outdoors,125012.12,2058.89,1243,100.5729043
2017,LOW Volume,Super Engaged,Electronics and Computers,746857.02,29319.68,17583,42.47608599
2014,Very LOW Volume,Guest,Electronics and Computers,1555919.45,58835.12,59456,26.16925878
2014,Very HIGH Volume,Low Engaged,Books,298920230.5,8300317.31,3866674,77.30680954
2014,HIGH Volume,NEW,"Movies, Music and Games",15554782.42,570688.18,98605,157.7484146
2014,NEW,Casual Buyer,Home and Garden,3176430.51,70661.87,40985,77.50226937
2017,MEDIUM Volume,Casual Buyer,Clothing and Shoes,23644781.76,793373.39,68894,343.2052394
2017,?,Getting Engaged,Automotive,4658.01,47.95,48,97.041875
2016,Very HIGH Volume,Super Engaged,Books,179271989.7,5078833.82,3528816,50.80230584
2015,LOW Volume,Very Engaged,Automotive,314386.38,11795.39,9082,34.6164259
2016,MEDIUM Volume,NEW,Automotive,1063480.4,40410.97,34032,31.24942407
2016,Non Merchant,Low Engaged,Automotive,7389079.25,186387.71,107111,68.98525128
2014,Very LOW Volume,Guest,Grocery,3175234.82,106341.96,42755,74.26581265
2014,NEW,Super Engaged,Other,18474.6,661.68,911,20.27947311
2014,Very HIGH Volume,NEW,Automotive,7118.51,180.29,172,41.38668605
2016,NEW,Super Engaged,"Movies, Music and Games",1897300,61340.94,25176,75.36145535
2016,HIGH Volume,Getting Engaged,Books,657821312.6,22526784.42,9756043,67.42706163
2017,LOW Volume,Casual Buyer,Automotive,1440897.44,46320.77,37873,38.04550577
2014,MEDIUM Volume,Guest,"Movies, Music and Games",212546.99,5205.7,3495,60.81458941
2015,Unverified Merchant,Low Engaged,Automotive,20,0,1,20
2015,Very HIGH Volume,Medium Engaged,"Movies, Music and Games",8612201.85,288842.17,50700,169.8659142
2015,Inactive Merchant,Getting Engaged,Electronics and Computers,0,0,2,0
2016,Non Merchant,Medium Engaged,Sports and Outdoors,41876820.43,1403052.17,258270,162.1435723
2016,Very HIGH Volume,Very Engaged,Sports and Outdoors,5612004.91,168399.76,21511,260.8900056
2014,NEW,Casual Buyer,Other,85679.81,3361.28,5397,15.87545118
2017,Non Merchant,Guest,"Movies, Music and Games",129042.55,4317.07,14535,8.878056416
